timestamp,umidade,temperatura,ph,fosforo,potassio,bomba_dagua
2025-06-19 12:34:10.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:34:25.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:34:40.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:34:54.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:35:09.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:35:24.000000,20.00,32.40,8.00,False,False,True
2025-06-19 12:35:39.000000,20.00,23.90,8.00,False,False,True
2025-06-19 12:35:54.000000,31.00,23.90,8.00,True,False,True
2025-06-19 12:36:09.000000,31.00,23.90,8.00,True,False,True
2025-06-19 12:36:24.000000,31.00,23.90,8.00,False,True,True
2025-06-19 12:36:39.000000,31.00,23.90,8.00,False,False,True
2025-06-19 12:36:54.000000,31.00,23.90,8.00,False,False,True
2025-06-19 12:37:09.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:37:23.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:37:38.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:37:54.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:38:09.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:38:23.000000,31.00,-3.30,8.00,False,False,True
2025-06-19 12:38:38.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:38:54.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:39:09.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:39:24.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:39:38.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:39:54.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:40:09.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:40:24.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:40:39.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:40:54.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:41:09.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:41:23.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:41:38.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:41:53.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:42:08.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:42:23.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:42:37.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:42:52.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:43:07.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:43:22.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:43:37.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:43:52.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:44:06.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:44:21.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:44:36.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:44:51.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:45:06.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:45:21.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:45:36.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 12:45:51.000000,31.00,-3.30,2.00,False,False,True
2025-06-19 13:07:20.928555,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:24.076366,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:27.259531,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:30.377048,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:33.490176,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:36.609940,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:39.797734,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:42.963674,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:46.168079,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:49.377477,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:52.568840,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:55.673383,40.00,24.00,6.00,False,False,False
2025-06-19 13:07:58.824190,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:02.060178,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:05.189066,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:08.451871,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:11.642879,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:14.876992,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:18.150602,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:21.339960,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:27.193272,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:30.485230,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:33.899772,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:37.126774,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:40.278312,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:43.382465,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:46.503645,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:49.826121,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:52.913593,40.00,24.00,6.00,False,False,False
2025-06-19 13:08:56.076619,40.00,24.00,6.00,False,False,False
2025-06-19 13:25:21.427038,60.00,25.00,7.00,False,False,False
2025-06-19 14:13:48.744181,40.00,24.00,6.00,False,False,False
2025-06-19 14:13:56.823134,40.00,24.00,6.00,False,False,False
2025-06-19 14:14:04.915764,40.00,24.00,6.00,False,False,False
2025-06-19 14:14:47.558068,40.00,24.00,6.00,False,False,False
2025-06-19 14:14:55.666138,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:03.777851,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:11.922701,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:20.087355,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:28.237758,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:36.343030,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:44.451869,40.00,24.00,6.00,False,False,False
2025-06-19 14:15:52.566281,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:00.655474,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:08.773666,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:16.880397,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:25.007537,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:33.163598,40.00,24.00,6.00,False,False,False
2025-06-19 14:16:41.289207,19.50,24.00,6.00,False,False,True
2025-06-19 14:16:49.403453,19.50,24.00,6.00,False,False,True
2025-06-19 14:16:57.542273,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:05.667170,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:13.827056,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:21.994715,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:30.100005,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:38.244638,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:46.366931,19.50,24.00,6.00,False,False,True
2025-06-19 14:17:54.536475,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:02.695726,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:10.814264,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:19.302818,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:27.440029,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:35.562855,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:43.709043,19.50,24.00,6.00,False,False,True
2025-06-19 14:18:51.843005,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:00.028259,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:08.162651,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:16.287491,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:24.402767,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:32.592444,19.50,24.00,6.00,False,False,True
2025-06-19 14:19:40.729748,19.50,60.00,6.00,False,False,True
2025-06-19 14:19:48.900445,19.50,48.90,6.00,False,False,True
2025-06-19 14:19:57.061745,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:05.197271,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:13.372154,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:21.628158,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:29.817289,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:38.067394,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:46.231304,19.50,48.90,6.00,False,False,True
2025-06-19 14:20:54.413767,19.50,48.90,6.00,False,False,True
2025-06-19 14:21:02.592347,19.50,48.90,6.00,False,False,True
2025-06-19 14:21:10.796282,19.50,48.90,6.00,False,False,True
2025-06-19 14:21:19.013813,19.50,48.90,6.00,False,False,True
2025-06-19 14:22:36.927451,19.50,48.90,6.00,False,False,True
2025-06-19 14:22:47.211006,19.50,48.90,6.00,False,False,True
2025-06-19 14:22:56.951011,19.50,48.90,6.00,False,False,True
2025-06-19 14:23:05.080976,19.50,48.90,6.00,False,False,True
2025-06-19 14:24:04.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:26:21.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:26:29.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:26:37.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:26:45.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:26:52.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:00.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:08.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:16.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:24.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:32.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:40.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:48.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:27:56.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:04.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:12.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:19.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:27.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:35.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:43.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:51.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:28:59.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:07.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:15.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:23.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:31.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:39.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:47.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:29:55.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:00.000000,65.50,25.20,7.00,True,False,True
2025-06-19 14:30:03.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:11.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:19.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:27.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:35.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:42.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:50.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:30:58.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:06.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:14.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:22.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:30.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:38.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:46.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:31:54.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:02.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:02.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:32:10.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:18.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:26.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:33.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:41.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:49.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:32:57.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:05.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:13.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:21.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:29.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:37.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:45.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:33:53.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:01.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:09.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:17.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:24.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:32.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:40.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:48.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:49.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:34:52.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:34:53.128559,40.00,24.00,6.00,False,False,False
2025-06-19 14:34:54.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:34:56.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:34:56.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:34:59.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:01.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:04.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:04.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:06.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:06.935989,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:08.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:11.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:12.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:13.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:16.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:18.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:20.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:20.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:20.788072,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:23.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:25.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:28.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:28.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:30.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:32.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:34.967302,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:35.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:36.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:37.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:40.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:42.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:44.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:44.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:47.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:49.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:49.034031,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:52.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:52.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:35:54.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:57.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:58.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:35:59.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:01.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:03.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:03.258931,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:05.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:07.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:08.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:10.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:13.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:15.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:15.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:17.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:17.117519,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:20.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:22.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:23.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:24.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:26.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:29.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:31.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:31.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:31.131228,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:33.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:36.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:38.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:39.000000,19.50,48.90,6.00,False,False,True
2025-06-19 14:36:41.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:43.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:45.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:45.231724,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:48.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:50.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:53.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:55.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:57.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:59.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:36:59.347881,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:02.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:04.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:13.331124,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:28.333799,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:42.061690,40.00,24.00,6.00,False,False,False
2025-06-19 14:37:56.132542,40.00,24.00,6.00,False,False,False
2025-06-19 14:38:10.121304,40.00,24.00,6.00,False,False,False
2025-06-19 14:38:24.049548,40.00,24.00,6.00,False,False,False
2025-06-19 14:38:37.868533,40.00,24.00,6.00,False,False,False
2025-06-19 14:38:51.829130,40.00,24.00,6.00,False,False,False
2025-06-19 14:39:13.466506,40.00,24.00,6.00,False,False,False
2025-06-19 14:39:21.054979,40.00,24.00,6.00,False,False,False
2025-06-19 14:39:35.439901,40.00,24.00,6.00,False,False,False
2025-06-19 14:39:49.290548,40.00,24.00,6.00,False,False,False
2025-06-19 14:40:03.339509,40.00,24.00,6.00,False,False,False
2025-06-19 14:40:17.697102,40.00,24.00,6.00,False,False,False
2025-06-19 14:40:32.955152,40.00,24.00,6.00,False,False,False
2025-06-19 14:40:47.188229,40.00,24.00,6.00,False,False,False
2025-06-19 14:41:01.179015,40.00,24.00,6.00,False,False,False
2025-06-19 14:41:15.235793,40.00,24.00,6.00,False,False,False
2025-06-19 14:41:29.161957,40.00,24.00,6.00,False,False,False
2025-06-19 14:41:43.102072,40.00,24.00,6.00,False,False,False
2025-06-19 14:41:57.131569,40.00,24.00,6.00,False,False,False
2025-06-19 14:42:11.073280,40.00,24.00,6.00,False,False,False
2025-06-19 14:42:25.123870,40.00,24.00,6.00,False,False,False
2025-06-19 14:42:39.151514,40.00,24.00,6.00,False,False,False
2025-06-19 14:42:53.683922,40.00,24.00,6.00,False,False,False
2025-06-19 14:43:07.912747,40.00,24.00,6.00,False,False,False
2025-06-19 14:43:21.853732,40.00,24.00,6.00,False,False,False
2025-06-19 14:43:36.285361,40.00,24.00,6.00,False,False,False
2025-06-19 14:43:50.297006,40.00,24.00,6.00,False,False,False
2025-06-19 14:44:04.329790,40.00,24.00,6.00,False,False,False
2025-06-19 14:44:18.295431,40.00,24.00,6.00,False,False,False
2025-06-19 14:44:32.563574,40.00,24.00,6.00,False,False,False
2025-06-19 14:44:46.606068,40.00,24.00,6.00,False,False,False
2025-06-19 14:45:00.524087,40.00,24.00,6.00,False,False,False
2025-06-19 14:45:14.520644,40.00,24.00,6.00,False,False,False
2025-06-19 14:45:29.244200,40.00,24.00,6.00,False,False,False
2025-06-19 14:45:43.286187,40.00,24.00,6.00,False,False,False
2025-06-19 14:45:57.266001,40.00,24.00,6.00,False,False,False
2025-06-19 14:46:11.295306,40.00,24.00,6.00,False,False,False
2025-06-19 14:46:25.149802,40.00,24.00,6.00,False,False,False
2025-06-19 14:46:39.045525,40.00,24.00,6.00,False,False,False
2025-06-19 14:46:52.977454,40.00,24.00,6.00,False,False,False
2025-06-19 14:47:07.129159,40.00,24.00,6.00,False,False,False
2025-06-19 14:47:21.168981,40.00,24.00,6.00,False,False,False
2025-06-19 14:47:35.591847,40.00,24.00,6.00,False,False,False
2025-06-19 14:47:53.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:47:58.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:02.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:07.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:24.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:28.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:55.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:48:59.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:04.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:08.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:13.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:17.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:22.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:26.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:31.000000,40.00,24.00,6.00,False,False,False
2025-06-19 14:49:35.000000,40.00,24.00,6.00,False,False,False
